11	Ahok Beberkan Perjanjian Reklamasi dengan Pengembang. Jakarta, CNN Indonesia -- Gubernur DKI Jakarta Basuki Tjahaja Purnama memaparkan isi perjanjian pulau reklamasi Teluk Jakarta dengan perusahaan pengembang. Basuki alias Ahok menyebut perjanjian itu dibuat saat Rapat Pembahasan Kewajiban Tambahan dengan pengembang pada 18 Maret 2014. "Isi suratnya adalah kami minta kontribusi tambahan, kalau mau izin (reklamasi) pulau Anda disambung," kata Ahok di Balai Kota DKI Jakarta, Jumat (13/5). Rapat Pembahasan Kewajiban Tambahan itu dihadiri oleh pengembang yang hendak menyambung kembali izin pulau reklamasi, yakni Badan Usaha Milik Daerah Pemerintah Provinsi DKI Jakarta PT, Jakarta Propertindo (Jakpro); anak perusahaan PT Agung Podomoro Land, PT Muara Wisesa Samudra; anak perusahaan Intiland, PT Taman Harapan Indah; dan PT Jaladri Kartika Pakci. Menurut Ahok, ketika itu para pengembang mendapatkan izin prinsip dari Gubernur DKI Jakarta Fauzi Bowo pada 21 September 2012. "Jadi ya sudah. Kalau Anda mau nyambung, aku minta tambahan (kontribusi)," ujar Ahok. Dalam berita acara rapat pembahasan tersebut, pada butir kedua hasil pembahasan, para pengembang wajib membantu Pemerintah Provinsi DKI Jakarta mengendalikan banjir dengan fasilitas alat pengendali banjir seperti pompa dan rumah pompa, pengerukan sungai dan waduk, peninggian tanggul kali, pembangunan jalan inspeksi, serta pembangunan rumah susun beserta perlengkapannya. Selain itu, pada butir ketiga berita acara rapat pembahasan, para pengembang diwajibkan secara proporsional membangun tanggul baru sepanjang pesisir Jakarta yang sebelumnya menjadi kewajiban Pemprov Jakarta sebagai bagian dari program National Capital Integrated Coastal Development (NCICD). Ahok menyadari kontribusi tambahan itu tanpa landasan hukum seperti peraturan daerah dan malah hanya dibuat dalam bentuk perjanjian. Landasan perjanjian itu mengacu pada Keputuran Presiden Nomor 52 Tahun 1995 tentang Reklamasi Pantai Utara Jakarta. Perjanjian pertama, kata Ahok, terdapat tambahan kontribusi, kewajiban fasilitas umum dan fasilitas sosial, dan kontribusi 5 persen. Kontribusi tambahan itu tak dijelaskan bentuknya. Itulah yang dimanfaatkan Ahok dengan meminta pengembang memberi kontribusi tambahan agar Jakarta tak lagi banjir, yakni membangun proyek tanggul laut raksasa di pesisir Jakarta. "Bisa Rp90-an triliun. Masa lu (Pemprov DKI Jakarta) mesti bangun sendiri?" ujar Ahok. Dengan moratorium reklamasi saat ini, Ahok yakin tak ada masalah dengan pelaksanaan kontribusi tambahan tersebut. Sebab moratorium bukan mencabut izin reklamasi. "Jadi kami tidak ada perintah mencabut izin reklamasi. Digugat kami kalau mencabut itu," ucap Ahok. Nilai kewajiban kontribusi tambahan bagi pengembang, kata Ahok, dihitung sesuai formulasi yang akan ditetapkan dalam keputusan gubernur. "Kenapa saya sebut formulasi? Mereka tawarin saya Rp1 juta per meter. Oh enggak bisa, saya bilang. Lu kalau bilang Rp2 juta per meter, orang akan tanya sama saya kenapa enggak Rp2 juta?" kata Ahok. Ahok mengatakan, nilai tersebut akhirnya dihitung oleh konsultan dalam sebuah rapat pada 7 September 2015 yang juga sudah diunggah ke YouTube. Rumusannya adalah 15 persen dikali Nilai Jual Objek Pajak (NJOP) lahan yang dijual. "Kalau pakai rumusnya kami nih, Rp7,5 triliun. Lu kalau kalikan dengan 10 pulau saja nih, Rp75 triliun. Beres aku punya semua kerjaan," kata Ahok. Waktu itu, ujar Ahok, para pengembang meminta agar izin reklamasi dikeluarkan lebih dulu sebelum proyek dijalankan. Namun Ahok menolak. "Yang mau bikin duluan, gua kasih izin. Yang enggak mau bikin, gua batalin izinnya,” kata mantan bupati Belitung Timur itu. Berdasarkan berita acara tersebut, kata Ahok, para pengembang akan segera memulai pelaksanaan pembangunan di pulau reklamasi. Saat ini banyak proyek rampung karena kontribusi pengembang dan tidak menggunakan Anggaran Belanja dan Pendapatan Daerah (APBD) Jakarta satu rupiah pun. "Kamu kira Daan Mogot pakai APBD? Satu sen juga enggak ada dari APBD. Muara Baru punya rumah susun, kamu kira pakai APBD? Satu sen juga enggak ada. Bikin Waduk Pluit, bikin pompa semua, kamu kira pakai APBD? Satu sen juga enggak ada. Sheet pile, inspeksi, satu sen juga enggak ada APBD," kata Ahok. Nilai dari kontribusi itu, ujar Ahok, nantinya dihitung dengan menggunakan penaksiran setelah proyek atau bangunan kontribusi selesai dibangun. Perhitungan terhadap besaran pekerjaan pembangunan tersebut akan ditugaskan kepada satuan kerja perangkat daerah‎ terkait.
12	AS: ISIS Deklarasikan Situasi Darurat di Raqqa. Jakarta, CNN Indonesia -- Para pejabat Amerika Serikat yang mengamati pergerakan ISIS di media sosial dan media mengatakan bahwa ISIS percaya mereka akan segera dikepung dan karenanya mendeklarasikan kondisi darurat di Raqqa, Suriah. “Kami sudah melihat deklarasi kondisi darurat di Raqqa,” ujar juru bicara koalisi anti-ISIS pimpinan AS kepada wartawan pada Jumat lalu, seperti dikutip CNN, Sabtu (14/5). “Kami tahu mereka [ISIS] merasa terancam, seperti seharusnya.” Raqqa dianggap sebagai ibu kota de facto ISIS di Suriah. Laporan media telah mengindikasikan bahwa ISIS memindahkan personelnya ke penjuru kota dan mencoba melindungi target potensial dari serangan udara dan darat. “Mereka melihat Pasukan Demokratis Suriah, bersama dengan Koalisi Suriah Arab, bermanuver baik ke timur mereka dan barat mereka,” ujar Warren. Pihak koalisi pimpinan AS yakin bahwa respons ISIS saat ini akibat dari manuver tersebut. “Kami sudah memiliki laporan ISIL [ISIS] mereposisi kemampuan tempur mereka, saya rasa apa yang mereka duga akan terjadi,” ujar Warren. Ia mengatakan bahwa ISIS terlihat mereposisi personelnya baik di dalam atau pun di luar kota. Namun meski AS tak secara resmi mengatakan bahwa mereka yakin pemimpin ISIS, Abu Bakr al-Baghdadi masih berada di atau sekitar Raqqa, beberapa pejabat mengatakan bahwa hal tersebut masih merupakan asumsi. “Baghadi tetap sangat berhati-hati” soal keamanan personalnya,” ujar seorang pejabat AS kepada CNN.
13	Ibu dan Anak asal Indonesia Memukau Juri Britain's Got Talent. Jakarta, CNN Indonesia -- Pasangan ibu dan anak asal Indonesia, Ana dan Fia, sukses mengharumkan nama Tanah Air di ajang kompetisi musik televisi, Britain's Got Talent 2016. Ketika tampil dalam kompetisi itu, Ana (43) dan Fia (18) menyanyikan lagu Barbra Streisand dan Celine Dion yang berjudul Tell Him. Kemampuan vokal Ana dan Fia langsung membuat para juri, Simon Cowell, Amanda Holden, Alesha Dixon dan David Walliams berdecak kagum. Seperti yang diketahui, Cowell ialah kreator boy band One Direction. Jadi, mendapat pujian darinya tentu saja hal yang membanggakan. Seusai menyanyikan lagu, para juri dan penonton memberikan standing ovation. Dikutip dari Mirror pada Sabtu (14/5), para juri tambah kaget begitu mengetahui kalau mereka baru berduet sejak setahun yang lalu. Holden sempat bertanya mengenai pendapat suami Ana tentang duet tersebut. Berusaha tegar, Ana menjawab kalau sedang mengalami masalah rumah tangga dengan suaminya. "Pernikahan saya sedang mengalami masalah. Saya harus membawa pergi anak saya dari rumah untuk kebaikannya," kata Ana. "Ini adalah langkah awal kami, saya berharap ada masa depan yang lebih cerah," lanjutnya. Ibu dan anak ini menetap di Inggris, sejak 2011. Saat ini, mereka tinggal bersama kakak Fia yang bernama Afi di Essex. Ana dan Fia belum resmi sebagai menjadi pemenang Britain's Got Talent 2016. Mereka tetap harus berkompetisi dengan peserta lain yang tidak kalah berbakat demi memenangkan hadiah berupa uang tunai sebesar US$358 ribu atau setara dengan Rp4,7 miliar. Selain Ana dan Fia, ada pasangan suami istri, Tony dan Patsy, yang juga tampil berkompetisi. Mereka menyanyikan lagu How Long Will I Love You milik Ellie Goulding sebelum akhirnya mengakhiri lagu tersebut dengan berciuman di atas panggung. Tidak hanya pasangan keluarga, ada juga pole dancer bernama Saulo Sarmiento yang menunjukkan bakatnya meliukkan badan kekarnya.
14	Indonesia Taklukkan Bulgaria di Partai Pertama Piala Uber. Kunshan, CNN Indonesia -- Indonesia memastikan menang atas Bulgaria di partai pertama babak penyisihan grup C Piala Uber 2016. Tiga wakil yang diturunkan di tiga laga awal, Maria Febe Kusumastuti, Fitriani, dan Anggia Shitta Awanda/Ni Ketut Mahadewi berhasil menuntaskan misi dengan baik. Bulgaria membidik tiga laga awal untuk mencuri poin dari Indonesia. Namun ambisi Bulgaria itu berhasil digagalkan dengan manis oleh Indonesia. Febe menaklukkan Linda Zetchiri, 21-12, 24-22, Fitriani mengalahkan Nedelcheva, 21-9, 21-15, dan Anggia/Ni Ketut menang atas Gabriela Stoeva/Stefani Stoeva 21-16, 15-21, 21-18.“Bulgaria memang membidik tiga laga awal dan kami sukses meredam dan menggagalkan strategi mereka.” “Kepastian menang di tiga pertandingan awal ini juga merupakan sebuah pembuktian bahwa Tim Uber uga bisa tampil bagus dan kompetitif di Piala Uber kali ini,” kata Ni Ketut kepada wartawan di Kunshan Sport Center, Minggu (15/5). Misi bulgaria merebut tiga laga awal juga disadari Febe yang turun di laga pertama. Febe sempat mengalami kesulitan di game kedua dan nyaris dipaksa Zetchiri untuk memainkan rubber game. “Sejak awal tim pelatih sudah menekankan pemain yang turun di tiga laga awal untuk lebih fokus menghadapi Bulgaria karena mereka akan mengincar tiga nomor awal untuk meraih poin. Saya senang bisa menyumbangkan poin pembuka bagi Indonesia,” tutur Febe. “Ini partai debut saya di Piala Uber, saya berusaha tampil sebaik-baiknya dan memberikan angka bagi Indonesia,” kata Fitriani menimpali. Masih ada dua laga lagi antara Indonesia lawan Bulgaria yaitu duel Hanna Ramadini lawan Mariya Mitsova dan Della Destiara/Rosyita Eka lawan Mariya Mitsova/Petya Nedelcheva. Namun apapun hasil yang ada di laga tersebut sudah tak lagi berpengaruh pada kemenangan Indonesia.
15	Insiden Lion Air, Murni Kesalahan Operator Pembawa Penumpang. Jakarta, CNN Indonesia -- Direktur Operasional Lion Air, Daniel Putut, menyatakan bahwa insiden Pesawat Lion Air JT161 penerbangan asal Singapura menuju Indonesia pada 10 Mei lalu merupakan kesalahan teknis dari bagian operator pembawa penumpang di bawah Lion Air. Menurutnya pihak operator pembawa penumpang sudah sepatutnya mengarahkan dan membawa penumpang internasional tersebut ke Terminal 2 bandara untuk melawati pemeriksaan imigrasi. Daniel menyebutkan terjadi kesalahan instruksi pada operasional penjemputan penumpang. Kesalahan tersebut akibat pada waktu kedatangan pesawat JT161 dari Singapura, pada waktu yang bersamaan juga datang pesawat Lion Air kedatangan dari Padang. "Murni kesalahan operator yang membawa penumpang. Operator sudah seharusnya membawa (penumpang) ke terminal 2. Dalam instruksinya, (Pesawat JT161) dikira membawa pwnumpang dari Padang. Murni kelalaian driver busnya," ujar Daniel saat dihubungi CNN Indonesia, Minggu pagi (15/5). Dari 200 penumpang, pihak operasional Lion Air langsung menggiring para penumpang  pesawat JT161 ke dalam empat buah bus yang seharusnya langsung membawa penumpang ke terminal 2 bandara agar dapat melakukan pemeriksaan imigrasi. Namun terjadi kesalahan teknis sehingga satu diantara keempat bus malah membawa para penumpang internasional ke terminal 1 bandara bagi kedatangan penumpang domestik. Daniel menyatakan, pihak operasional Lion Air telah sesegera mungkin menindaklanjuti setelah menyadari adanya kesalahan penanganan penumpang untuk meminimalisir kemungkinan dampak buruknya. Menurutnya kejadian ini merupakan tanggung jawab dari pihak operasional penanganan penumpang maskapai. Lebih lanjut Lion Air, ucap Daniel terus melakukan investigasi terkait insiden ini untuk selanjutnya, kelalaian operasional di lapangan dapat dihindari. "Operator bus pembawa penumpang itu merupakan outsourcing dibawah Lion Air, sehingga kami akan cek agar ini tidak terjadi lagi," kata Daniel. Sebelumnya, terjadi kesalahan operasional penanganan penumpang dari maskapai Lion Air. Penumpang internasional maskapai Lion Air dengan nomor penerbangan JT161 keberangkatan dari Singapura pada 10 Mei lalu seharusnya diarahkan ke terminal 2 bandara kedatangan internasional. Namun terjadi kesalahan operasional sehingga para penumpang tersebut malah diangkut ke terminal 1 bandara untuk kedatangan domestik oleh sopir bus pengangkut penumpang. Sesuai dengan UU No 6 Tahun 2011 Tentang Keimigrasian kasus tersebut merupakan tanggung jawab dari alat angkut, dalam hal ini Maskapai Lion Air. Kepala Bagian Humas Direktorat Jenderal Imigrasi Heru Santoso mengatakan pihak Imigrasi Bandara Soekarno-Hatta sedang mendalami kasus tersebut. Heru juga menyatakan pihak imigrasi bandara sedang meminta keterangan lebih lanjut dari pihak maskapai yakni Lion Air. "Bila ada yang lolos pasti akan dicari dan pihak Lion air pasti akan bertanggung jawab," katanya.
16	Jokowi Blak-blakan soal Aksi JK dan Luhut di Munaslub Golkar. Nusa Dua, CNN Indonesia -- Presiden Joko Widodo berbicara blak-blakan saat membuka Musyawarah Nasional Luar Biasa Partai Golkar. Dia bicara soal kabar adanya dukungan Wakil Presiden Jusuf Kalla dan Menkopolhukam Luhut Binsar Pandjaitan terhadap bakal calon Ketua Umum Golkar. "Pertama-tama saya ingin blak-blakan. Karena banyak yang bertanya kepada saya. Tanya, juga komplain ke saya. “Pak Presiden, kenapa Menkopolhukam mengumpulkan DPD-DPD?” Saya jawab, Pak Luhut kan dulu di Dewan Pertimbangan Golkar," kata Jokowi dalam sambutannya di Bali Nusa Dua Convention Center, Sabtu (14/5). Jokowi melanjutkan, ada juga pertanyaan mengenai Jusuf Kalla yang dikabarkan mengumpulkan DPD tingkat I dan II. Dia pun mengaku tak masalah dengan kabar tersebut. "Jawaban saya simpel, kan dulu Pak JK juga Ketua Umum Partai Golkar," kata Jokowi disambut tepuk tangan meriah peserta Munaslub Golkar. Jokowi mengaku sering ditanyai soal posisi Istana terhadap salah satu bakal calon ketua umum di Munaslub Golkar. Pertanyaan itu muncul saat melakukan kunjungan ke daerah. "Ya (saya jawab) Istana di Jalan Merdeka Utara," ujar Jokowi, berseloroh. Beredar kabar bahwa salah satu bakal calon ketua umum, Setya Novanto mendapat dukungan Presiden Joko Widodo melalui Menteri Koordinator Bidang Politik Hukum dan Keamanan Luhut Binsar Pandjaitan. Luhut mengungkapkan kedekatannya dengan Setya. Dia juga menyampaikan kesukaannya terhadap pribadi mantan ketua DPR RI tersebut. "Ya kalau saya suka ke Novanto boleh saja. Salah? Kan enggak salah," kata Luhut di kantornya, Senin (9/5). Sementara, Jusuf Kalla disebut memberi dukungannya kepada bakal calon ketua umum Ade Komarudin.
17	Ke Korsel, Jokowi Bawa Menko Perekonomian. Jakarta, CNN Indonesia -- Presiden Joko Widodo berangkat menuju Seoul, Korea Selatan, untuk melakukan kunjungan kenegaraan didampingi sejumlah menteri bidang ekonomi yaitu Menko Perekonomian Darmin Nasution dan Menteri Perdagangan Thomas Lembong. Presiden berangkat menggunakan pesawat kepresidenan Indonesia Satu dan meninggalkan Bandara Internasional I Gusti Ngurah Rai, Bali, Minggu (15/5), sekitar pukul 09.05 WITA. Sejumlah pejabat terlihat mengantar Presiden, yakni Menko Polhukam Luhut Binsar Panjaitan dan Mensesneg Pratikno. Selain itu Kepala Staf Presiden Teten Masduki serta Staf Khusus Presiden Bidang Komunikasi Johan Budi SP juga ikut dalam rombongan di pesawat. Menurut jadwal, rombongan Presiden RI lepas landas dari Bandara Internasional I Gusti Ngurah Rai pada sekitar pukul 09.25 WITA dan akan tiba di Seoul Airbase, Kota Seongnam pada sekitar pukul 17.00 waktu setempat. Sejumlah pejabat negara yang telah tiba di Korsel lebih dahulu antara lain Menteri Luar Negeri Retno Marsudi dan Kepala Badan Koordinasi Penanaman Modal (BKPM) Franky Sibarani. Di Korsel, Presiden dijadwalkan melakukan pertemuan dengan Diaspora WNI di KBRI Seoul pada Minggu malam. Kemudian pada Senin, Jokowi dijadwalkan menemui Presiden Korsel Park Geun-hye membahas sejumlah isu antara lain politik, ekonomi serta sosial dan budaya. Kamis lalu, Direktur Kerja Sama Asia Timur dan Pasifik Kementerian Kementerian Luar Negeri, Edi Yusup, mengatakan bahwa dalam pertemuan dengan Park, Jokowi juga akan mengangkat isu Semenanjung Korea di tengah memanasnya hubungan Korea Selatan dan Korea Utara pasca uji coba nuklir dan rudal oleh Korut. Setelah itu, Jokowi dijadwalkan menghadiri pertemuan bisnis one on one dengan dua CEO perusahaan besar Korsel, yaitu Posco Steel dan Lotte Group. Agenda dilanjutkan dengan makan siang bersama 20 pemilik perusahaan terbesar di Korsel. Selain itu, ia juga dijadwalkan bertandang ke forum bisnis yang dihadiri oleh 400 pengusaha dan CEO perusahaan besar di Korsel. Rombongan Presiden RI akan berada di Korsel hingga tanggal 18 Mei dan melanjutkan kunjungan kerja ke Sochi, Rusia untuk menghadiri KTT ASEAN-Rusia. Presiden akan berada di Rusia hingga 20 Mei 2016 dan diagendakan tiba kembali di Jakarta pada 21 Mei 2016.
18	Ketika Tommy Soeharto Bikin Meriah Pembukaan Munaslub Golkar. Jakarta, CNN Indonesia -- Hutomo Mandala Putera alias Tommy Soeharto datang ke dalam pembukaan Musyawarah Nasional Luar Biasa Partai Golkar di Bali Nusa Dua Convention Center, Sabtu (14/5) malam. Kemunculan Tommy baru disadari awak media setelah acara pembukaan Munaslub usai. Tampak Tommy langsung dikerubungi orang-orang yang ingin berfoto dengannya. Bahkan ketika keluar dari ruangan, Tommy tetap mendapat sambutan meriah. Permintaan foto dilayani dengan sabar oleh Tommy. Tommy sendiri enggan berkomentar jauh mengenai Munaslub. Dia hanya berharap Munaslub dapat berjalan lancar. "Saya harapkan, Munaslub ini akan berjalan lancar, baik dan menghasilkan pemilihan ketua umum yang jauh lebih baik daripada sebelumnya," ujar Tommy. Sebelumnya, Tommy Soeharto resmi memberikan dukungannya kepada bakal calon ketua umum Ade Komarudin, dalam Musyawarah Nasional Luar Biasa yang akan berlangsung pada 15-17 Mei, di Nusa Dua, Bali. Tommy melalui keterangannya di Bali, mengatakan keluarga besar Presiden ke-2 Soeharto atau Keluarga Cendana juga memberi dukungannya kepada Ade. "Keluarga sudah memutuskan mendukung Ade Komarudin," ujar Tommy Soeharto di Nusa Dua, Bali, Kamis (12/5).
19	Tank Boat Buatan Pindad Akan Dipamerkan Akhir Tahun. Malang, CNN Indonesia -- Produsen senjata Indonesia, PT Pindad (Persero), akan meluncurkan tank boat dengan turet berkaliber 105 milimeter atau sekelas tank darat. “Bisa mengarungi laut level empat (dengan kedalaman lebih dari 2.000 meter). Dengan kecepatan 40 knot, ini cepat,” kata Direktur Utama PT Pindad, Silmy Karim, di markas Divisi Munisi PT Pindad, Turen, Malang, Jawa Timur. Tank boat produksi Pindad bakal dipamerkan di Indo Defence Expo 2016, Jakarta, 2-5 November. Untuk memajang tank boat itu, Pindad akan mengambil lahan seluas 200 meter di Indo Defence Expo. “Kami ingin meyakinkan jika produk dalam negeri ini berkualitas. Saya tidak mau bilang produksi dalam negeri itu lebih murah, tapi jelas membeli produk dalam negeri membuat pabrik-pabrik kita bergerak, dan uang tidak lari ke luar,” ujar Silmy. Ia mengatakan, Pindad telah mengembangkan tank boat sejak awal 2015 dengan pembiayaan Kementerian Pertahanan. Saat ini tank boat Pindad tengah diuji model di Pulau Tasmania, Australia. “Pengembangan dari awal 2015, disetujui Menhan akhir 2015 atau awal 2016 jika tidak salah,” ujar Silmy. Meski belum resmi meluncurkan tank boat, Pindad mengatakan telah menerima surat dari beberapa negara yang meminati produk itu. “Banyak negara yang minat, tapi tidak bisa saya sebut. Banyak yang sudah tanda tangan kontrak pun tidak mau diumumkan. Sebab ini jual senjata, bukan mi instan,” kata Silmy.
20	Ukraina, Negara Pemenang Ajang Musik Eurovision 2016. Jakarta, CNN Indonesia -- Ajang kompetisi musik antar negara Eropa, Eurovision, telah sukses digelar di Globe Arena, Stockholm, Swedia, pada Sabtu (14/5). Tahun ini, negara yang keluar sebagai pemenang ialah Ukraina. Ukraina, melalui perwakilannya seorang penyanyi wanita cantik bernama Jamala, berhasil meraih 534 poin dari pemungutan suara penonton, seperti yang dikutip dari Mirror. Penyanyi berusia 32 tahun itu menang setelah menyanyikan lagu 1994. Ketika memberikan pidato kemenangan di atas panggung, Jamala menyisipkan kalimat perdamaian dan cinta. Jamala mengikuti jejak ABBA, Celine Dion, Katrina dan Waves, yang sebelumnya telah berhasil memenangi ajang ini. Australia, dengan perwakilannya seorang penyanyi wanita Dami Im yang membawakan lagu Sound of Silence, berada di posisi ke-dua dengan 511 poin. Sedangkan Rusia, dengan perwakilannya seorang penyanyi pria Sergey Lazarev, berada di posisi ke-tiga. Bulgaria dan Swedia berada di posisi ke-empat dan ke-lima. Sayangnya, Inggris, yang merupakan negara dengan industri musik terbesar setelah Amerika Serikat, harus puas berada di posisi ke-24. "Saya mendedikasikan lagu ini untuk nenek saya dan seluruh korban peperangan," kata Jamala. "Saya tahu saya hanya menyanyikan lagu mengenai perdamaian dan cinta. Tapi sesungguhnya, saya sangat ingin kedua hal itu benar terjadi," lanjutnya. Jamala lalu menutup pidatonya dengan mengucapkan,"Terima kasih Eropa! Selamat datang di Ukraina!". Kompetisi Eurovision 2016 diselenggarakan dalam suasana "penuh duka", karena banyak negara Eropa yang sedang mengalami masalah finansial dan imigran. Meski demikian, panitia tidak ingin suasana tersebut membuat lesu para peserta. Oleh karena itu, tema lagu yang dibawakan pun tidak melulu mengenai kesedihan. Pemandu acara, Petra Mede dan Mans Zelmerlow, sempat menyebutkan kalau konsep Eurovision tercetus pada 1956, setelah Eropa ditampar Perang Dunia II. "Eropa pernah mengalami masa yang kelam, saat ini kita harus kembali membangkitkannya dengan keberagaman," ujar Mede dan Zelmerlow. Selain perwakilan dari 42 negara Eropa, Eurovision 2016 juga dimeriahkan oleh penampilan Justin Timberlake. Di atas panggung, suami dari Jessica Biel ini menyanyikan lagu Dance With Me dan Can't Stop The Feeling. Timberlake merupakan penyanyi Amerika Serikat pertama yang tampil di Eurovision. Namun, pemandu acara mengisyaratkan kalau mantan personel boy band N'SYNC itu bukan satu-satunya penyanyi di luar Eropa yang akan tampil pada Eurovision mendatang. Berikut ini poin yang diperoleh oleh negara-negara Eropa yang masuk daftar 26 besar Eurovision 2016: 1. Ukraina - 534 points; 2. Australia - 511; 3. Rusia - 491; 4. Bulgaria - 307; 5. Swedia - 261; 6. Perancis - 257; 7. Armenia - 249; 8. Polandia - 229; 9. Lithuania - 200; 10. Belgia - 181; 11. Belanda - 153; 12. Malta - 153; 13. Austria - 151; 14. Israel - 135; 15. Latvia - 132; 16. Italia - 124; 17. Azerbaijan - 117; 18. Serbia - 115; 19. Hungaria - 108; 20. Georgia - 104; 21. Cyprus - 96; 22. Spanyol - 77; 23. Kroasia - 73; 24. Inggris - 62; 25. Ceko - 41; 26. Jerman - 11.
